airline,tokens,airline_sentiment,positive
US Airways,"['@usairway', 'flight', 'fll', 'told', 'take', 'train', 'back', 'pbi', 'get', 'car', 'train', 'pbi', '!']",negative,0
Southwest,"['@southwestair', '#3252', 'manchester-bwi', 'delay', 'one', 'idiot', 'plane', '!', ""we'v"", 'wait', '2', 'hour', 'window', 'may', 'miss']",negative,0
Southwest,"['@southwestair', 'pleas', 'get', 'back', 'airtran', 'credit', 'q4vnmb', 'call', ""i'm"", 'told', 'never', 'get', 'email', 'call', 'back']",negative,0
US Airways,"['@usairway', 'person', 'go', 'number', 'one', 'standbi', 'list', 'number', 'twelv', 'three', 'hour', 'super', 'platinum', 'diamond', 'statu']",negative,0
Delta,"['@jetblu', 'well', 'awar', 'insuffici', 'info', 'option']",negative,0
Delta,"['@jetblu', 'ticket', 'confirm', 'sent', 'find', 'today', 'cancel', 'flightl', 'ticket', 'month', 'ago', 'never', 'sent', 'email', '#jetblu']",negative,0
US Airways,"['@usairway', ""i'v"", 'hold', 'sinc', '11:30', 'pm', 'need', 'reschedul', 'cancel', 'flightl', 'flight', 'morn', 'departur', 'tomorrow', 'pleas', 'help', '!', '!', '!']",negative,0
United,"['@unit', ""that'"", 'wonder', 'unfortun', 'help', '4', 'hr', 'flight', 'major', 'u', 'citi', '#disappoint']",negative,0
United,"['@unit', 'lost', 'wallet', 'flight', '1007', 'yesterday', 'houston', 'bogota', 'fill', 'onlin', 'form', 'respons', 'yet']",negative,0
Southwest,"['@southwestair', 'phone', 'line', 'suck', 'dilemma']",negative,0
US Airways,"['@usairway', 'instead', 'fair', 'treatment', 'got', 'nasti', 'letter', 'ladi', 'senior', 'manag', 'ill', 'forfeit', 'mile', 'like', 'death']",negative,0
United,"['@unit', 'disappoint', 'u', 'didnt', 'honor', '100', 'credit', 'given', 'ur', 'mistak', 'take', 'busi', 'elsewher', '✌']",negative,0
American,"['@americanair', 'point', 'u', 'need', 'tell', 'passeng', 'go', 'jfk', 'wait', 'get', 'flight', 'mess']",negative,0
American,"['@americanair', 'want', 'stay', 'overnight', 'airport', '!', 'sinc', '11', 'morn', '!']",negative,0
US Airways,"['@usairway', 'still', 'say', ""can't"", 'check', 'flight', 'inform', 'incorrect', 'everyth', 'enter', 'correctli']",negative,0
American,"['@americanair', 'need', 'entir', 'custom', 'servic', 'overhaul', '@delta', 'would', 'never', 'treat', 'custom', 'anyth', 'less', 'a1', 'servic']",negative,0
American,"['@americanair', 'know', 'mean', 'custom', 'servic', 'nightmar', 'paid', 'direct', 'flight', 'bump', 'dalla', 'flight', 'cancel', 'flight', 'terribl']",negative,0
United,"['@unit', 'cancel', 'flightl', 'wife', ""daughter'"", 'flt', ""what'"", 'go', 'follow', 'dm', 'detail']",negative,0
American,"['@americanair', 'system', 'alway', 'hang']",negative,0
Delta,"['@jetblu', 'haha', 'thank', 'guy', 'great', 'unlik', '@nyjet', ';-)', '#gopatriot', '!']",positive,1
US Airways,"['@usairway', '2133', 'flight', 'cancel', 'flightl', 'rebook', '2pm', 'flight', 'time', 'take', ""i'll"", 'spent', '5', 'extra', 'hour', 'dca']",negative,0
United,"['@unit', 'sadli', 'wasnt', 'due', 'mother', 'natur', 'investig', 'incid', 'employe', 'sfo', 'terribl', 'custom', 'experi']",negative,0
United,"['@unit', 'question', 'given', 'food', 'voucher', ""can't"", 'use', 'plane', '..', 'come']",negative,0
Southwest,"['@southwestair', 'rate', 'southwest', '9', 'scale', '1', '10']",negative,0
US Airways,"['@usairway', 'found', 'great', 'price', 'thru', 'us', 'air', 'honeymoon', 'websit', 'wont', 'work', 'hold', 'hour', 'told', '10', 'min']",negative,0
Southwest,"['@southwestair', 'chanc', 'cancel', 'flight', 'flight', 'nashvil']",negative,0
United,"['@unit', '@laurasbrown5', 'deal', 'via', 'email', 'anyth', 'crappi', 'web', 'form', 'made', 'mobil', 'devic']",negative,0
US Airways,"['@usairway', 'happen', 'u', 'get', 'us', 'home', 'next', 'day', '#flydelta', '#flysouthwest', '#flyjetblu', '#theyareallbett', '#stillnobag']",negative,0
American,"['nice', 'tri', '@americanair', 'heard', 'crew', 'whisper', 'still', 'hotel', 'probabl', 'think', 'work', 'tomorrow']",negative,0
US Airways,"['@usairway', 'sadli', 'word', 'repres', ""company'"", 'action', 'talk', 'cheap']",negative,0
Delta,"['@jetblu', 'well', 'said', 'cancel', 'flight', 'pa', 'system', 'guess', 'tri', 'get', 'plane', 'boston', '100', 'confirm']",negative,0
Virgin America,"['@virginamerica', 'thank', 'much', 'awesom', 'support', 'guy', 'rock', '!']",positive,1
US Airways,"['@usairway', 'flight', '2069', 'jfk', 'charlott', '3750', 'charlott', 'birmingham', '2', 'previou', 'flight', 'hsv', 'cancel', 'flightl']",negative,0
United,"['@unit', 'give', 'leg', 'room', '4', 'peopl', 'row', 'fill', 'bin', 'pl', 'start', 'charg', 'http://t.co/2ny5tuxfqf']",negative,0
Virgin America,"['@virginamerica', 'take', '12', 'year', 'fli', 'home', 'dalla', 'get', 'shit', 'togeth']",negative,0
Southwest,"['@southwestair', 'place', 'hold', 'total', 'two', 'hour', 'today', 'flight', 'cancel', 'flightl', 'onlin', 'option', 'avail']",negative,0
United,"['@unit', 'stop', 'fli', '@unit', '1', 'yr', 'ago', 'bc', 'aggress', 'polici', 'carryon', '@bdl', 'listen', 'pssngr', 'forc', 'chk', '@preboard', '#notcomingback']",negative,0
American,"['@americanair', 'tri', 'get', 'thru', 'agent', 'sinc', 'last', 'night', 'b', 'c', 'aa', 'chang', 'flight', '2', 'day', 'infuri', '!', 'need', 'get', 'sea', '!']",negative,0
United,"['@unit', '2', 'hour', 'flight', 'fll', 'ewr', '1242', 'wait', '1', 'hour', 'plu', 'bag', 'sign', 'yet', 'give']",negative,0
American,"['@americanair', 'tri', 'chang', 'flight', 'hang', 'ppl', 'bc', 'call', 'volum', 'high', ""that'"", 'joke', 'right']",negative,0
American,"['@americanair', 'hold', 'reserv', 'award', 'travel', '1.5', 'hr', 'anyon', 'home', 'crazi', 'weather', 'issu', 'http://t.co/cehroeurc5']",negative,0
US Airways,"['@usairway', 'thank', 'get', 'reschedul', 'direct', 'flight', 'nola', 'tonight', '10', 'minutes--and', 'hope', 'hour', 'earlier', 'get', '!']",positive,1
Delta,"['@jetblu', 'make', 'two', 'us', '!', 'lol', '#blush']",positive,1
American,"['“', '@americanair', '@dumas2ttg', 'good', 'morn', 'tamara', ""we'll"", 'tri', 'get', 'comfort', 'flight', 'soon', '”', '#noxtralegroom', '#nocoatcloset']",negative,0
American,"['@americanair', 'thank', 'respond', '...', '!']",positive,1
Southwest,"['@southwestair', 'thank', 'lose', 'luggag']",negative,0
Southwest,"['@southwestair', 'baggag', 'motto', 'cover', 'small', 'tear', 'rip', 'seam', 'snow', 'soak', 'bust', 'zipper', 'sorri', 'http://t.co/lhwfbkfyni']",negative,0
American,"['@americanair', 'told', 'got', 'put', 'anoth', 'flight', 'would', 'get', 'email', 'still', 'gotten', 'one', 'yet']",negative,0
United,"['@unit', 'tri', 'check', ""tomorrow'"", 'flight', 'websit', 'keep', 'time', ""what'""]",negative,0
US Airways,"['@usairway', 'ye', 'valuabl', 'time', 'lost']",negative,0
American,"['@americanair', 'liar', 'precipit', 'day', '47', 'degre', 'pacifi', 'look', 'like', 'fool', '...', 'that', 'problem', 'admit', 'suck']",negative,0
United,"['@unit', 'chang', 'fee', '200', 'exact', 'flight', 'atl-hou', '165', 'charg', '574', 'math', 'add']",negative,0
American,"['@americanair', 'thank', '!', '!', '!', 'pick', 'time']",positive,1
American,"['@americanair', 'hah', 'best', 'flight', 'attend', 'respons', 'happi', 'get', 'screw', 'carrier', 'hahahah', 'pathet']",negative,0
United,"['@unit', 'know', 'updat', 'everi', '6', 'hour', 'tell', 'know', 'bag', 'also', 'equal', 'irrit', '#coltsmissingbag']",negative,0
Delta,"['@jetblu', 'put', 'bottom', 'ur', 'baggag', 'report', 'fun', '#jetblu', '@airlinequ', '#skytrax', 'http://t.co/tu9jx2jazn']",negative,0
American,"['@americanair', 'ye', 'call', 'uk', 'number', 'skype', '…', 'well', 'worth', '50', 'recommend', 'other']",positive,1
United,"['@unit', 'board', '630a', 'flight', 'cancel', 'flight', 'pilot', 'miss', 'meet', 'atlanta', 'someon', 'slept']",negative,0
American,"['@americanair', 'second', 'sat', 'tarmac', '3', 'hr', 'told', 'would', '30', 'min']",negative,0
Delta,"['@jetblu', ""i'm"", 'flt', '700', 'lax', 'fll', 'ppl', 'sleep', 'id', 'rather', 'disturb', 'flight', 'tri', 'dl', 'movi', 'go', 'http://t.co/nh2i9zlzmk']",negative,0
American,"['@americanair', 'got', 'call', 'say', 'flight', 'cancel', 'flightl', 'check', 'onlin', 'cancel', 'flightl', 'near', 'bad', 'weather', 'job', 'interview']",negative,0
United,"['@unit', 'nice', 'partner', 'delay', 'keep', 'increas', 'everi', '20', 'min', '@ftlauderdalesun', '@orlandosentinel', 'http://t.co/1ateafnc6r']",negative,0
United,"['@unit', 'flight', 'mco', 'delay', 'schedul', 'arriv', 'connect', 'depart', 'option']",negative,0
US Airways,"['@usairway', 'spoke', 'repres', 'move', 'flight', 'earlier', 'thank', 'much', 'follow']",positive,1
American,"['@americanair', 'still', 'sit', 'airport', '6:05', 'flt', 'delay', '6:55', '...', 'still', 'board', 'happen', 'info', '...']",negative,0
US Airways,"['@usairway', '25', 'min', 'hung', 'alway', 'aw', 'call', 'reserv']",negative,0
US Airways,"['@usairway', '@corybronz', 'inconveni', 'peopl', 'freak', 'nut', 'guy', 'two', 'kid', 'strand', 'airport', '!', '#fail']",negative,0
US Airways,"['@usairway', '#dividendreward', 'urgent', 'need', 'speak', 'cs', 'rep', '50k', 'mile', 'havent', 'shown', ""i'v"", 'fulfil', 'req', 'flight', 'book', 'problem', 'flight', 'today']",negative,0
American,"['@americanair', 'sever', 'hr', 'late', 'flight', '140', 'charact', 'cheer', 'though']",negative,0
United,"['@unit', 'thank', '2hr', 'delay', 'ground', 'crew', 'land', 'least', 'break', 'http://t.co/gcwvfuopl2']",negative,0
United,"['@unit', 'fire', 'yr', 'rep', 'refus', 'put', 'flight', 'board', 'pass', 'seat', 'full', 'explan', 'name', 'complaint']",negative,0
Delta,"['@jetblu', 'made', 'feel', 'like', 'crimin', 'want', 'sit', 'near', '5', 'year', 'old', 'flight', '#jetblu', 'http://t.co/qgtcao1j2u']",negative,0
US Airways,"['@usairway', 'hey', 'folk', 'hide', 'luggag', 'cancel', 'flight', 'flight', '!', '100', 'angri', 'peopl', 'luggag']",negative,0
Southwest,"['@southwestair', 'flight', '3130', 'paid', '8', 'wifi', ""can't"", 'load', 'websit', 'function', 'except', 'live', 'stream', 'unaccept']",negative,0
Southwest,"['@southwestair', '...', 'give', 'crew', 'swa', '4007', 'high', 'five', 'av', '8b', 'guy', 'nice', 'xw', 'land', '@bostonlogan', 'nice', 'done', '!']",positive,1
Southwest,"['@southwestair', ""what'"", 'delay', '!', 'throw', 'prioriti', 'board', 'way', ""i'll"", 'forgiv', '!', '!', '👍', '#southwest', '#southwestairlin']",negative,0
American,"['@americanair', 'guy', 'u', 'serv', 'drink', '2', 'til', 'need', 'awheelchair', 'get', 'plane', 'import', 'assault', 'women']",negative,0
Virgin America,"['@virginamerica', 'wifi', 'better', 'seat']",positive,1
American,"['@americanair', '12', 'call', 'span', 'two', 'day', '...', 'none', 'avail', 'speak', 'someon', 'un', 'f-in', 'believ', 'worst', 'ever']",negative,0
US Airways,"['@usairway', 'care', 'elabor', 'cha', 'dca', 'cancel', 'flightl', 'even']",negative,0
United,"['@unit', 'mean', 'beyond', 'opaqu', 'mainten', 'issu', 'ye', 'would', 'basic', 'custom', 'servic', 'ewr', 'staff', ""can't"", 'manag']",negative,0
Southwest,"['@southwestair', 'worst', 'custom', 'servic', 'terribl', 'attitud', 'care', 'big', 'storm', 'employe', 'need', 'attitud', 'adjust']",negative,0
Southwest,"['@southwestair', 'yall', 'tri', 'fli', 'chicago', 'live', '!', 'send', 'home', '!', '!', '!', 'bullshit', 'ass', 'custom', 'servic']",negative,0
United,"['@unit', 'hi', 'jh', 'experi', 'unit', 'entir', 'disgust', 'ye', ""i'd"", 'like', 'assist', 'get', 'compens', 'bag']",negative,0
Delta,"['@jetblu', '@jeff_hofmann', '@denisejtaylor', '@laurieameacham', 'good', 'one', '!', 'inde', ""jetblue'"", 'finest', 'day', 'histori', '!']",positive,1
US Airways,"['@usairway', 'one', 'yuma', 'ticket', 'counter', '30', 'minut', '30', 'peopl', 'line', 'terribl', 'servic', '!', '!', '!']",negative,0
United,"['@unit', 'obvious', 'staff', 'ewr', 'unit', 'otherwis', 'seen', 'ad', 'friendli', 'help', '#ewr', 'worst', 'airport']",negative,0
Southwest,"['@southwestair', 'robot', 'run', 'account', 'one', 'rememb', 'anyth', 'ask', 'convers']",negative,0
Southwest,"['@southwestair', 'app', 'isnt', 'work', 'take', 'like', 'two', 'hour', 'help']",negative,0
American,"['@americanair', 'realli', 'hope', 'depart', 'said', 'cater', 'servic', 'wasnt', 'avail', 'see', 'next', 'plane', 'nthin']",negative,0
United,"['@unit', ""i'm"", 'denver', 'bag', 'san', 'jose', 'see', 'someth', 'wrong']",negative,0
American,"['@americanair', 'wait', 'nitrogen', 'strut', 'airport', 'nozzl', 'calibr', 'tri', 'find', 'anoth']",negative,0
American,"['@americanair', ""i'v"", 'call', 'said', ""can't"", 'help', 'hand', 'realli', 'feel', 'like', 'appreci', 'custom']",negative,0
American,"['@americanair', 'realli', 'need', 'custom', 'servic', 'train', 'unhappi', 'ee', 'morn', 'chicago', 'gate', 'k20', '430', 'chking', 'schd']",negative,0
Southwest,"['@southwestair', 'figur', 'stream', 'work', 'per', 'to', '@nascar', 'site', 'take', 'longer', '5', 'minut', 'load']",negative,0
American,"['@americanair', 'last', 'night', 'sever', 'weather', 'could', 'make', 'need', 'chang', 'fair', 'goe', '150']",negative,0
United,"['@unit', 'still', 'await', 'repli', 'ur', 'custom', 'servic', '18', 'day', 'respons', 'lousi', '#unitedairlin']",negative,0
US Airways,"['@usairway', 'southern', 'hospit', 'luggag', 'deliveri', 'servic', 'sav', 'aw', 'great', 'deliv', 'empti', 'promis', 'luggag', '#8hr', 'wait']",negative,0
US Airways,"['@usairway', 'airlin', 'embarrass', 'get', 'bad', 'weather', 'fault', 'respons', 'wors']",negative,0
United,"['@unit', 'way', 'simpl', 'apolog', 'goe', 'long', 'way', 'even', 'hollow', 'one', 'obviou', 'care', 'well-b']",negative,0
Delta,"['@jetblu', 'get', 'plane', 'wait', 'anoth', '1-2', 'hour', 'someon', '@buffaloairport', 'read', 'temp', '#tire']",negative,0
American,"['@americanair', '@superyan', 'get', 'compens', 'cancel', 'flight', 'departur', 'twice', 'made', 'miss', 'wed']",negative,0
United,"['@unit', 'unit', 'refus', 'reissu', '400', 'lost', 'voucher', 'plane', 'take', 'due', 'mechan', '#badcustomerservic']",negative,0
US Airways,"['@usairway', 'flight', 'delay', 'rerout', 'much', 'sorri', 'inconveni', 'check-in', 'agent', '#notimpress']",negative,0
US Airways,"['@usairway', 'suck', '!', '!', 'even', 'know', 'mean', 'conting', 'plan']",negative,0
American,"['@americanair', 'wow', '@americanair', 'still', 'screw', 'n', 'stuff']",negative,0
US Airways,"['@usairway', '#overbook', 'sxm-clt', 'delay', 'deplan', 'extra', 'passeng', '#missedconnect', '#forcedovernight', '#clt', 'lodg', 'food', 'disappoint']",negative,0
American,"['@americanair', 'idea', 'wait', 'time', 'refund', '@usairway', 'told', 'day', 'phone', 'well', 'past']",negative,0
Delta,"['@jetblu', 'ask', '@j_beatz247', 'teach', 'market', 'univers', 'gladli', 'consult', 'custom', 'servic', 'treat', 'passeng']",negative,0
American,"['@americanair', 'liter', 'stop', 'allow', 'peopl', 'wait', 'line', 'custom', 'servic', 'incred', 'worst', 'custom', 'servic']",negative,0
United,"['@unit', 'got', 'home', 'amid', 'snow', 'cancel', 'flightlat', 'deliv', 'bag', 'w', 'hassl', 'plu', 'wait', 'phone', 'upgrad', 'thank', '!']",positive,1
US Airways,"['@usairway', 'tri', 'doesnt', 'help', 'much', 'reserv', 'seem', 'overwhelm', 'issu']",negative,0
American,"['thank', 'send', 'detail', '@americanair', ""they'r"", 'pretti', 'handi', 'dandi', 'info', 'http://t.co/fvlxirh1f1', '#lookforwardtoflywithaa']",positive,1
American,"['@americanair', '24', 'hour', 'cancel', 'flight', 'chang', 'itinerari', 'book', 'onlin', '24', 'hour', 'imposs', 'scenario']",negative,0
United,"['@unit', 'ticket', 'counter', 'master', 'smf', 'help']",negative,0
American,"['@americanair', 'kax', 'premium', 'hope', 'flight', 'better', 'food', 'tv', 'know', 'work', 'servic', 'tnx']",positive,1
American,"['@americanair', '@rizzili', 'day', 'final', 'got', 'autom', 'servic', 'call', 'back', 'hung', '!', 'beyond', 'ridicul', 'help', '!']",negative,0
Southwest,"['@southwestair', 'final', 'hung', '2', 'hour', 'abl', 'get', 'flight', 'need', '#stuckintampa', '😞']",negative,0
US Airways,"['@usairway', '@americanair', 'serious', 'servic', 'issu', 'right', 'decid', 'tweet', 'unbeliev']",negative,0
US Airways,"['@usairway', '@americanair', 'rude', 'unreli', 'horribl', 'compani', 'equal', 'rude', 'unreli', 'horribl', 'employe', 'stay', 'tune']",negative,0
United,"['@unit', 'load', 'plane', 'ord', 'know', 'pilot', '2', 'hr', 'late', 'flight', 'discov', 'plane', 'need', 'fuel', '#wtf', '#unit', '#incompet']",negative,0
Delta,"['@jetblu', 'pl', 'find', 'bag', 'need', '2', 'get', 'home', '!', 'frustrat', 'hope', 'bag', 'somewher', '@ny_njairport', 'leav', '#jfk', 'w', 'luggag']",negative,0
American,"['@americanair', 'call', '24hr', 'get', 'told', 'call', 'back', 'autom', 'system', 'extrem', 'frustrat']",negative,0
American,"['@americanair', 'come', 'want', 'go', 'home', ""can't"", 'miss', 'anoth', 'day', 'work', '#stuckinmemphi', '#texasisclos']",negative,0
Southwest,"['@southwestair', 'mco', '->', 'dca', 'flight', 'almost', 'full', 'peopl', 'screw', 'msy-dca', 'cancel', 'flightat', '@unit', '@usairway', 'cancel', 'flight', 'swa', 'mistak']",negative,0
Delta,"['@jetblu', 'mayb', 'stop', 'tell', 'peopl', 'wrong', 'info', 'custom', 'servic', 'call']",negative,0
United,"['@unit', 'spend', 'money', 'take', 'ticket', 'updat', 'plane', '!', 'flight', 'mainten', 'issu', '!', '!', '!']",negative,0
US Airways,"['@usairway', 'set', 'lawsuit', 'way', 'sit', 'plane', 'hour', 'half']",negative,0
American,"['@americanair', 'aww', 'cool', '!', 'nice', 'know', 'still', 'head', 'one', 'fave']",positive,1
Southwest,"['@southwestair', 'flight', 'cancel', 'flight', 'two', 'hour', 'hold', 'hang', '!', 'littl', 'help', 'thx']",negative,0
US Airways,"['@usairway', 'thank', '!']",positive,1
US Airways,"['@usairway', 'melinda', 'reserv', 'greensboro', 'nc', 'absolut', 'jewel', 'thank', 'amaz', '!', '!', '!']",positive,1
American,"['@americanair', 'spoke', 'soon', '30', 'min', 'late', 'flightr', 'still', 'wait', 'bag', 'load', 'sympathi', 'would', 'appreci', 'least']",negative,0
United,"['@unit', 'thank', '!', 'dmed', 'hn']",positive,1
United,"['@unit', 'flown', '10', 'time', 'last', '13', 'day', '8', '10', 'flight', 'delay', 'huge', 'mistak', 'part', 'fli', 'unit']",negative,0
United,"['@unit', 'offer', 'voucher', 'switch', 'flight', 'voucher', 'offer', '’', 'exist', 'gate', 'agent', 'switch', 'delay', 'flight', '!']",negative,0
American,"['@americanair', 'liter', 'told', ""they'd"", 'rather', 'empti', 'seat', 'mom', 'get', 'come', 'earlier', 'take', 'dr', 'appoint', 'wow']",negative,0
American,"['@americanair', 'worst', 'rep', 'jacksonvil', 'airport', 'rude', 'total', 'help', '!']",negative,0
United,"['@unit', 'still', 'wait', 'repli']",negative,0
Southwest,"['@southwestair', 'rerout', ""bf'"", 'flight', ""he'"", 'diabet', 'littl', 'insulin', 'even', 'though', 'tri', 'chang', 'agent']",negative,0
American,"['@americanair', 'cancel', 'flight', 'flight', 'jfk', 'delay', 'us', '29', 'hour', 'lost', '2', 'bag', 'worst', 'airlin', 'ever']",negative,0
